titel;beschreibung;postleitzahl;stadt;zeit
['Herren Fahrrad zu verschenken'];['Verschenke dieses Kettler Fahrrad', '', 'Es wurde beim entrümpeln gefunden. Zustand ist soweit ok und es...'];48161;['Gievenbeck'];22.08.2020 13:38
['Reserviert Verschenke 2 schöne Wandregale'];['Verschenke 2 gleiche schöne Wandregale mit Gebrauchtspuren und Macken.', 'Tierfreier nichtraucher...'];48163;['Albachten'];22.08.2020 13:36
['Reserviert Verschenke Metallcontainer Ikea'];['Verschenke Schrank Schubladenschrank von Ikea mit Gebrauchtspuren und Macken.', 'Voll...'];48163;['Albachten'];22.08.2020 13:35
['Reserviert Verschenke Ikea Kleiderschrank'];['Verschenke Ikea Kleiderschrank mit Gebrauchtspuren und Macken. Voll funktionsfähig', 'Tierfreier...'];48163;['Albachten'];22.08.2020 13:34
['Verschenke Schreibtisch mit Macken'];['Verschenke Schreibtisch mit Gebrauchtspuren und Macken.', 'Tierfreier nichtraucher Haushalt.', 'Abholung...'];48163;['Albachten'];22.08.2020 13:29
['Zucchini zu verschenken'];['Wir können gegen den Wachstum einfach nicht mehr an essen.'];48165;['Hiltrup'];22.08.2020 13:26
['Kochbuch & Smoothie Rezeptbuch'];['Nur zusammen abzugeben'];48153;['Centrum'];22.08.2020 13:19
['Külschrank Defekt'];['Von BOMANN'];48161;['Gievenbeck'];22.08.2020 13:12
['Bürotisch Ikea'];['Weiß, Gebrauchsspuren'];48161;['Gievenbeck'];22.08.2020 13:09
['Zwei Fenster'];['2 Fenster, Rhamen sind 90 x 155 cm'];48161;['Gievenbeck'];22.08.2020 13:05
['Ikea Küchentisch in weiß'];['IKEA Küchentisch in weiß. Maße 75/75/75. Gebrauchsspuren mit Tischdecke aber...'];48143;['Centrum'];22.08.2020 12:45
['Teak? GARTEN GARNITUR in Ladbergen zu verschenken'];['Schwere GARNITUR,schon etwas wackelig, aber durchaus noch zu benutzen!'];48153;['Geist'];22.08.2020 12:45
['Ikea Lampe'];['Papierlampe von Ikea plus Leuchtmittel zu verschenken'];48157;['Gelmer'];22.08.2020 12:41
['Holzschalen'];['2 handgefertigte Schalen für Obst, Deko etc.'];48147;['Centrum'];22.08.2020 12:41
['Fernsehtisch'];['Wir verschenken unseren Holzfernsehtisch. Wir haben diesen jedoch bisher als Druckertisch genutzt...'];48143;['Centrum'];22.08.2020 12:40
['Bosch Geschirrspülmaschine (defekt) zu VERSCHENKEN'];['Hallo, ich verschenke eine gebrauchte und (defekte) Geschirrspülmaschine\u200b an SELBSTABHOLER.', '', 'Ich...'];48147;['Wienburg'];22.08.2020 12:40
['Gesichtssauna zu verschenken'];['Ich verschenke im Auftrag diese Gesichtssauna. Abholung schnellst möglich in Münster Roxel!'];48161;['Roxel'];22.08.2020 12:32
['Deko stuhl'];['Selbstgemachte hängestuhl. Nur als deko zu verschenken'];48157;['Handorf'];22.08.2020 12:31
['Schreibtisch/ Beistelltisch'];['Ich verschenke meinen alten Schreibtisch von Ikea.', 'Die Schublade ist überklebt kann aber abgemacht...'];48165;['Hiltrup'];22.08.2020 12:14
['Kleiderstange kostenlos'];['Zum selbstabholen bis heute Nachmittag Münster Zentrum'];48143;['Centrum'];22.08.2020 12:13
['Puzzle 500 Teile Herbstwald'];['Herausfordernder Herbstwald, 500 Teile Puzzlespaß! :) Perfekt für kommende trübe Herbsttage. Ich...'];48145;['Mauritz'];22.08.2020 12:13
['Kartieranleitung Drachenfels bzw. Schmierpapier'];['Moin, wer kann es noch gebrauchen?', 'Kartieranleitung nach Drachenfels für die Biotoptypenkartierun\u200bg...'];48145;['Mauritz'];22.08.2020 11:56
['2 tüten voller spielzeug RESAVIERT'];['Nur zsm abzuholen'];48161;['Gievenbeck'];22.08.2020 11:50
['Mehrere Süßkartoffel-Ableger - 2 Sorten - zu verschenken'];['Mehrere Süßkartoffel-Ableger\u200b - 2 Sorten - zu verschenken', '', 'Sorte Bonita und eine mit kräftig...'];48163;['Albachten'];22.08.2020 11:37
['Chefsessel/Bürostuhl Leder'];['Homeoffice ade! Verstellbarer Dreh/Kippstuhl,\u200b Leder schwarz etwas geflickt, ist mir zu groß in...'];48153;['Centrum'];22.08.2020 11:35
['Beck Turnschläppchen lila Gr 25'];['Ungetragen', '', 'Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel...'];48163;['Geist'];22.08.2020 11:25
['Wasserschuhe Badeschuhe Sneakers Gr 24'];['Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel möglich.', 'Kein...'];48163;['Geist'];22.08.2020 11:23
['Wasserschuhe Gr. 26'];['Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel möglich.', 'Kein...'];48163;['Geist'];22.08.2020 11:22
['Bubble gummers Turnschuhe Gr 28'];['Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel möglich.', 'Kein...'];48163;['Geist'];22.08.2020 11:21
['Orange Hausschuhe superfit Gr. 25'];['Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel möglich.', 'Kein...'];48163;['Geist'];22.08.2020 11:20
['Kissen zu verschenken'];['Abholung schnellstmöglich in Münster Roxel!'];48161;['Roxel'];22.08.2020 11:20
['Bubble gummers Turnschuhe Gr. 24'];['Kaum getragen', '', 'Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel...'];48163;['Geist'];22.08.2020 11:19
['Lila Hausschuhe superfit Gr 26'];['Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel möglich.', 'Kein...'];48163;['Geist'];22.08.2020 11:18
['Blaue Turnschuhe Gr. 27'];['Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel möglich.', 'Kein...'];48163;['Geist'];22.08.2020 11:17
['Blaue Turnschuhe Gr. 25'];['Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163 oder ggf. Roxel möglich.', 'Kein...'];48163;['Geist'];22.08.2020 11:16
['Hausschuhe Gr. 23'];['Rote Hausschuhe mit Matienkäfer', '', 'Tierfreier Nichtraucherhaushalt\u200b', 'Nur Abholung in MS Geist 48163...'];48163;['Geist'];22.08.2020 11:15
['Auto Dachträger'];['Dachträger von Thule für Dachreling!', '', 'In der Breite verstellbar...', '', 'Bei Fragen gerne melden!'];48153;['Centrum'];22.08.2020 11:06
['1 Umzugskarton zu VERSCHENKEN'];['Groß und in einem sehr guten Zustand. Abzuholen in der Nähe vom York Center.', '', '', 'Bitte schreibe mir...'];48149;['Centrum'];22.08.2020 11:01
['IKEA Wandregal'];['Nur übliche Gebrauchsspuren', '', 'Maße ungefähr:', '120cm Breite', '28cm Tiefe', '30cm Höhe, untere...'];48147;['Centrum'];22.08.2020 10:54
['Pax Drammen Schranktüren zu verschenken'];['Zwei Milchglas-Pax-Schran\u200bktüren (50 x 229) ohne Zubehör zu verschenken, Selbstabholung in der...'];48155;['Centrum'];22.08.2020 10:50
['Tich glaze'];['Tich glaze'];48147;['Centrum'];22.08.2020 10:33
['Holzstuhl zu verschenken'];['Was soll ich sagen, es ist ein Stuhl. Wenn ihn keiner braucht, wandert er in den...'];48161;['Gievenbeck'];22.08.2020 10:26
['Vase und Windlicht zu verschenken'];['Ich habe etwas aussortiert. Am liebsten sofort abzuholen in Münster Roxel.'];48161;['Roxel'];22.08.2020 10:25
['Eckbank an Abholer 185 x 150'];['mit Staufächern links und rechts verwendbar.'];48159;['Kinderhaus'];22.08.2020 09:58
['Alte Ikea Sollefta Lampe'];['• Farbe weiß/beige', '• älteres Modell als das, was auf dem Bild zu sehen ist', '• Abholung in 35274...'];48151;['Centrum'];22.08.2020 09:35
['Staubsaugerbeutel Y101'];['Ich verschenke 3 Staubsaugerbeutel Y101. Die passenden Staubsauger dazu sind auf dem Bild zu sehen'];48155;['Centrum'];22.08.2020 09:20
['Bekanntschaft Freizeit'];['Netter Aufgeschlossener lebensfroherMann', 'Mitte 50 auf der Suche nach Neuem Lebensglück.Hobby Radeln...'];48147;['Wienburg'];22.08.2020 09:19
['Gewellter Spiegel'];['Gewellter Spiegel ca. 1,50m hoch', '', 'Bei Fragen gerne melden :)'];48145;['Centrum'];22.08.2020 09:09
['Pokémon go Freunde'];['0706 9903 4004'];48159;['Sprakel'];22.08.2020 09:02
['Ich suche Pokémon go Freunde bin jeden'];['Ich suche pogo Freunde zum täglichen geschänke tauschen bin jeden Tag online', '', '0706 9903 4004'];48159;['Sprakel'];22.08.2020 09:02
['Flowzeitschriften'];['8 Flowzeitschriften ohne Extras. Teilweise sind einzelne Seiten zum Basteln rausgeschnitten, aber...'];48161;['Gievenbeck'];22.08.2020 08:38
['Birke weiß Laminat 28 qm kostenlos'];['Verschenke Birke weiß laminat 10 Monate alt gegen Abholung', '2 kleine Brandflecken aber nix wildes...'];48153;['Centrum'];22.08.2020 04:04
['Funkschaltsteckdose mit Fernbedienung zu verschenken'];['Ich verschenke Funkschaltsteckdose mit Fernbedienung, voll funktionstüchtig.', 'Abholung in Münster,...'];48151;['Geist'];22.08.2020 23:54
['3-Strahlige Deckenlampe zu verschenken'];['Ich verschenke eine 3-Strahlige Deckenlampe, voll funktionstüchtig.', 'Abholung in Münster,...'];48151;['Geist'];22.08.2020 23:39
['Reserviert Schnurlostelefon Siemens mit Basisstation Gigaset 4010'];['Ich verschenke Schnurlostelefon Siemens mit Basisstation Gigaset 4010.', 'Abholung in Münster,...'];48151;['Geist'];22.08.2020 23:28
['ISDN-Telefon T-Sinus 45 zu verschenken'];['Ich verschenke ISDN-Telefon T-Sinus 45.', 'Abholung in Münster, Scharnhorststraße. Bitte schicken Sie...'];48151;['Geist'];22.08.2020 23:25
['Spiegelschrank fürs Bad zu verschenken'];['Ich verschenke meinen Spiegelschrank fürs Bad. Der Spiegelschrank ist in gebrauchten, aber guten...'];48153;['Centrum'];22.08.2020 23:21
['Brille gefunden mit Sehstärke!! In Kreuzviertel!'];['Hallo,', 'Hab heute um ca.22uhr bei rewe in kreuzviertel gefunden.Die brille ist mit sehstärke.'];48147;['Centrum'];22.08.2020 22:14
['Das verflixte Hexkraut Spiel'];['Leider fehlen ein paar Spielsteine (s. Foto)'];48151;['Geist'];22.08.2020 22:12
['Haushaltsauflösung'];['Wohnzimmerschrank, Esche weiß mit Vitrine', 'gegen Selbstabbau zu verschenken'];48163;['Mecklenbeck'];22.08.2020 21:26
['IKEA Kleiderschrank / Schrank (Abholung bis Sonntag)'];['Der Schrank ist in einem gebrauchten, aber guten Zustand. Dazu verschenke ich auch die ausziehbare...'];48151;['Centrum'];22.08.2020 21:10
['Schlafsofa Kunstleder schwarz'];['Schlafsofa zu verschenken', 'Liegefläche ca 195cm x 110cm', 'Kunstleder schwarz', 'mit Gebrauchsspuren', '', 'Tel:...'];48161;['Gievenbeck'];22.08.2020 20:59
['Rotes Sofa zu verschenken!'];['Ca 2,20 x 0,95'];48153;['Geist'];22.08.2020 20:25
['Metalltablet zu Verschenken'];['Durchmesser 38cm . Nur Abholer .'];48163;['Albachten'];22.08.2020 20:00
['Kleiderständer'];['Ich verschenke meine Kleiderstange von Ikea.'];48155;['Centrum'];22.08.2020 19:40
['Fernseher zu verschenken'];['TV von Sony incl. Bass zu verschenken'];48155;['Gremmendorf'];22.08.2020 19:30
['Ikea Bett 180 x 200 günstig abzugeben weil gut gebraucht'];['Mein altes Bett muss gehen. Ich gebe es gerne auch umsonst, wenn ihr die Matratzen mitnehmt, da ich...'];48153;['Centrum'];22.08.2020 19:19
['Microsdxc nintendo switch'];['Hallo,', '', 'Ich verschenke hier meine sd karte da der beschenkte sie nicht wollte.'];48161;['Nienberge'];22.08.2020 19:01
['1 Karton Mädchensachen Gr86-116 zu verschenken'];['1 karton sehr gut erhaltene Mädchensachen zu verschenken. Ich reserviere nicht,müssen schnellstens...'];48163;['Mecklenbeck'];22.08.2020 18:52
['Gefrierschrank'];['Gefrierschrank zum Einbau mit 4 großen Schubladen und einer kleinen Schublade z.B. für Eiswürfel....'];48145;['Mauritz'];22.08.2020 18:46
['VHS Kino Cassetten .Originale.  Bis Montag !'];['4 Bananen Karton s ca 150 VHS Casseten zum verschenken ,', 'gebrauchte . Aus einem Show Regal . ......'];48147;['Wienburg'];22.08.2020 16:14
['Reserviert :Kerzen und Wachsreste'];['Die die kreativen Leute unter uns.. Schmelzen und neue Kerzen herstellen. Mit fehlt aktuell leider...'];48163;['Mecklenbeck'];22.08.2020 15:07
['Damenhose neu XL'];['Damenhose weit mit Seitentaschen neu und noch nicht getragen'];48165;['Hiltrup'];22.08.2020 11:41
['Weißer Schrank zu verschenken reservierte für L.'];['Verschenke meinen alten Ikea Schrank.', 'Durch Umzüge hat er deutliche Gebrauchsspuren, erfüllt aber...'];48145;['Mauritz'];22.08.2020 10:57
['Altes kurzes Sofa'];['- Altes Sofa ( min. 80 Jahre alt)', '- frisch bezogen', '- Maßen auf dem Bild', '- Nichtraucher /...'];48167;['Gremmendorf'];22.08.2020 09:53
['Dekorier-Set für Cupcakes und Co'];['Verkaufe unbenutztes Dekorier-Set für Cupcakes, Torten und Co.', 'Beinhaltet 1 Ausstecher und 2...'];48151;['Geist'];22.08.2020 00:01
['Kommode mit Schubladen'];['Aufgrund einer Haushaltsauflösung verschenken wir diese Kommode mit den Maßen 182 x 88 x 50...'];48147;['Centrum'];20.08.2020   2020-08-22
['Schreibtisch Malm inkl. Glasplatte'];['Aufgrund meines Umzugs verschenke ich meinen Schreibtisch. Es handelt sich um einen Malm von Ikea...'];48161;['Gievenbeck'];20.08.2020   2020-08-22
['Pokémon Booster/ Flammende Finsternis'];['Hallo,', '', 'ich verkaufe die oben genannten Booster. Der Preis pro booster beträgt 1,50€', 'Insgesamt...'];48165;['Hiltrup'];20.08.2020   2020-08-22
['Golf  VW Speed Zeitung bis Montag nur.'];['Bis Montag nur abzugeben gebrauchte . Zeitungen . Die ältesten Ausgaben sind auf den Fotos zu...'];48147;['Wienburg'];18.08.2020   2020-08-22
['Englische Bücher - Belletristik (21 insgesamt )'];['Nur insgesamt als „Paket“ abzugeben.', '', 'John Grisham:', '- The Racketeer', '- The Street Lawyer', '- The...'];48163;['Mecklenbeck'];17.08.2020   2020-08-22
['Tapetenbaum Inke Wandgestaltung Kinderzimmer'];['Dieser wunderschöne Tapetenbaum ist ein wahre Augenweide in jedem Kinderzimmer. Damit er flexibel...'];48161;['Gievenbeck'];16.08.2020   2020-08-22
['3er Sofa Ektorp'];['Wir verschenken unser Sofa.', 'Es muss so schnell wie möglich raus', '', 'Der beige Bezug hat...'];48145;['Centrum'];16.08.2020   2020-08-22
['Backofen Herd'];['Herd mit Backofen zu verschenken.'];48165;['Hiltrup'];13.08.2020   2020-08-22
['Gartenbank zu verschenken'];['Gartenbank in weiß zu verschenken'];48155;['Mauritz'];23.08.2020 14:04
['Besteck  zu verschenken'];['Wir haben ausgemistet und einiges an Besteck zu verschenken. Für WGs bestimmt das richtige'];48145;['Mauritz'];23.08.2020 14:01
['Schutzglass Honor 6A'];['Neu zu verschenken 2 Stück'];48153;['Centrum'];23.08.2020 13:58
['Münzkraut Pfennigkraut Bodendeckern zu verschenken'];['Münzkraut Pfennigkraut Bodendeckern zu verschenken an Selbstausbuddler.', '', 'Ca 2 m2 vorhanden.'];48155;['Centrum'];23.08.2020 13:57
['Schalfsofa - Sofa - Klappsofa - !Zu verschenken!'];['Biete hier ein Schalfsofa zu verschenken an.', '', 'An sich bequem. Es sollten noch Kissen dazu besorgt...'];48147;['Wienburg'];23.08.2020 13:57
['Tennispartner×in'];['Hallo Tennisfreunde,', '', 'Ich bin neu in Münster und suche daher jemanden in der Umgebung, der ab und...'];48147;['Centrum'];23.08.2020 13:46
['3 Küchenstühle'];['3 stabile Küchenstühle'];48147;['Wienburg'];23.08.2020 13:46
['Sommernachtskino Tickets 23.08.20'];"['Ich habe 2x Tickets für die Sondervorstellung ""50 Jahre Tatort"" abzugeben. Der WDR zeigt...']";48163;['Mecklenbeck'];23.08.2020 13:45
['Reitstiefel Gr. 39 Gummi schwarz'];['Reitstiefel Gr 39 schwarz', 'Gebraucht aber in Ordnung, Sohlen an den Fersen schon ziemlich...'];48161;['Nienberge'];23.08.2020 13:44
['50 5 + 0 Ballons zur Deko Geburtstag zu verschenken!'];['An Selbstabholer!'];48161;['Roxel'];23.08.2020 13:43
['Sitzkissel für Gartenmöbel'];['8 Sitzkissen für Gartenmöbel und eine kleine Decke, keine großen Dreckspuren'];48147;['Wienburg'];23.08.2020 13:40
['Abluftrockner'];['Ist defekt'];48159;['Kinderhaus'];23.08.2020 13:38
['Regal / Schränkchen'];['bauchhohes Regal mit Schubladen'];48147;['Wienburg'];23.08.2020 13:38
['Sandkasten inkl. Sand geschenkt für Selbstabholer'];['Sandkasten (1,20 x 1,20, Holz, mit Deckel) inkl. Sand (aber exkl. des abgebildetes) Sandspielzeugs...'];48151;['Centrum'];23.08.2020 13:36
['Lattenrost'];['sehr solide und noch völlig intakt'];48147;['Wienburg'];23.08.2020 13:36
['Warnweste für Grundschüler zu verschenken'];['Warnweste zu verschenken.'];48153;['Centrum'];23.08.2020 13:34
['Tischkicker'];['Sofort einsatzbereit - aktuell reserviert'];48159;['Kinderhaus'];23.08.2020 13:28
['Kinder-Deckenlampe Sonne'];['Kinderzimmerlampe zu verschenken: eine gelbe Sonne mit einem Durchmesser von ca 60 cm, Ikea.'];48153;['Centrum'];23.08.2020 13:27
['Bild zu verschenken'];['Größe 100x80 cm'];48153;['Centrum'];23.08.2020 13:25
['Wer hatt Lust'];['Hallo ich suche jemanden mit wem ich kann reden und kennenlernen bin ich in der Stadt Münste wir...'];48165;['Hiltrup'];23.08.2020 13:15
['Küche zu verschenken'];['Küche zu verschenken an Selbstabholer.', 'Küche muss selber abgebaut werden.', '', 'Inkl....'];48159;['Centrum'];23.08.2020 13:14
['Spielzeug  .'];['Viele spielzeug'];48167;['Angelmodde'];23.08.2020 13:14
['Metallregal'];['Metallregal in guten Zustand zu verschenken.'];48159;['Centrum'];23.08.2020 13:07
['Wohnzimmerschrank zu verschenken'];['Gegen Selbstabbau zu verschenken', 'Wohnzimmerschrank weiße Esche mit Beleuchtung', 'sehr stabil,...'];48163;['Mecklenbeck'];23.08.2020 13:06
['Wader Farmer Style Bollerwagen Trailer (grün)'];['Wader Farmer Style Bollerwagen Trailer (grün)', '', 'Von den auf den Bildern gezeigten Wagen sind noch...'];48157;['Handorf'];23.08.2020 13:00
['Ikea Lack Beistelltisch'];['45x55x55', 'Gebraucht', 'Abholung heute 18-20 Uhr'];48149;['Sentrup'];23.08.2020 12:54
['ZU VERSCHENKEN Kpop EXO und Monsta X Patches 25x25cm'];['Ich würde gerne diese Patches an jemanden verschenken der sie haben möchte.', 'Sie sind jewals...'];48143;['Centrum'];23.08.2020 12:50
['Gläser und Tassen zu verschenken'];['Heute bis 16 Uhr im Kreuzviertel, MS, abzuholen.'];48147;['Wienburg'];23.08.2020 12:47
"['""Reserviert"" Schminkkoffer schwarz']";['26x22x9cm groß schwarz, nur an Selbstabholer und ohne Garantie'];48165;['Hiltrup'];23.08.2020 12:41
['Verschenke Wandgarderobe Garderobe'];['Verschenke wie abgebildet. Abholung sofort jetzt. Sonntag bis 15 Uhr'];48163;['Albachten'];23.08.2020 12:39
"['""Reserviert"" Schmuckschränkchen']";['35x18x10 cm groß, nur Abholunf und ohne Garantie'];48165;['Hiltrup'];23.08.2020 12:39
['Thujahecke zu verschenken Lebensbaumhecke'];['Thujahecke zu verschenken an Selbstausbuddler.', '', 'Ca 2m hoch 20 m lang auch Teilstücke.', '', 'Wer zuerst...'];48155;['Centrum'];23.08.2020 12:30
['Zahnputzuhr zu verschenken'];['Zahnputzuhr zu verschenken.'];48153;['Centrum'];23.08.2020 12:30
['Kitschiges Geschirr'];['Wir suchen für unsere Hochzeit Geschirr mit Blümchen, Schnörkel und/ oder Goldrand. Gerne...'];48145;['Mauritz'];23.08.2020 12:28
['Verschenke Ikea Schreibtisch'];['Verschenke hier den Ikea Tisch.', 'Abhoöung jetzt , Sonntag bis 15 Uhr.', '', 'Ein paar...'];48163;['Albachten'];23.08.2020 12:28
['Sofa für Kleinkinder'];['ca. 75cm breit, aus Schaumstoff, ca. 12 Jahre alt. Leichte Gebrauchsspuren (Kratzer von der Katze).'];48167;['Wolbeck'];23.08.2020 12:19
['Retro Lampe'];['Retro Lampe an Selbstabholer zu verschenken.'];48147;['Centrum'];23.08.2020 11:58
['2 Säcke Füllkissen zu verschenken'];['Verschenke zwei Säcke mit Daunen und Wattekissen.', 'Es sind zwei längliche , 2x 40x40 und eines ca...'];48147;['Centrum'];23.08.2020 11:58
['Alte gut erhaltene retro Lampe'];['Retro Lampe,wie auf dem Bild,zu verschenken,an Selbstabholer.'];48147;['Centrum'];23.08.2020 11:53
['Ikea Holmö zu verschenken'];['Verschenke diese kaum genutzte Lampe ohne Leuchtmittel'];48147;['Centrum'];23.08.2020 11:48
['Sofa Kombi mit waschbaren Bezügen und Federkissen'];['Verkaufe eine 20 Jahre alte Sofakombination (Farbe beige), die aber immer noch in gutem Zustand...'];48159;['Centrum'];23.08.2020 11:27
['Pflastersteine Bogenoptik'];['84 Stk + 5 halbe + 6 Abschlusssteine', 'Maße: 22 x 11 x 6 cm', '', 'Liegen an der Grundstückecke, so das...'];48167;['Gremmendorf'];23.08.2020 11:24
